,Recency,Frequency,Monetary
2439,106,9,138.14
2440,51,17,386.43
2441,168,115,2222.21
2442,40,13,301.32
2443,218,1,76.32000000000001
2444,40,33,684.34
2445,297,12,173.05
2446,19,78,2657.13
2447,88,138,2726.23
2448,73,114,2446.6
2449,81,21,323.69
2450,19,202,3435.76
2451,49,33,657.23
2452,53,12,352.7
2453,24,110,781.28
2454,9,78,1333.68
2455,25,53,1426.16
2456,117,10,193.75
2457,9,166,2993.1
2458,120,9,254.1
2459,4,19,239.76
2460,252,2,136.8
2461,28,12,191.04
2462,1,78,6479.4
2463,267,22,409.98
2464,33,168,2711.11
2465,18,18,309.65
2466,172,86,696.68
2467,2,230,1529.0
2468,265,5,211.5
2469,140,117,2293.62
2470,201,6,143.1
2471,64,55,1060.56
2472,35,205,916.98
2473,41,273,3235.25
2474,284,6,133.25
2475,9,53,1072.3600000000001
2476,143,19,356.7
2477,12,34,330.03000000000003
2478,146,117,1101.1100000000001
2479,234,7,150.3
2480,33,931,5030.07
2481,24,128,598.73
2482,12,84,471.40000000000003
2483,36,67,2211.21
2484,365,38,190.7
2485,201,11,218.25
2486,15,32,415.25
2487,17,301,5159.06
2488,213,5,85.0
2489,66,70,1120.88
2490,212,14,294.12
2491,283,10,162.3
2492,115,26,1339.45
2493,15,71,1188.1200000000001
2494,19,173,4812.42
2495,66,8,449.12
2496,49,9,154.88
2497,16,86,775.96
2498,78,3,34.8
2499,19,62,1094.59
2500,134,28,196.88
2501,13,90,946.64
2502,40,20,144.36
2503,235,10,44534.3
2504,3,291,2463.05
2505,40,405,2626.6
2506,305,1,79.2
2507,51,28,458.57
2508,10,141,2364.25
2509,61,191,528.01
2510,66,45,714.42
2511,25,9,205.25
2512,218,7,253.04
2513,65,37,583.75
2514,32,61,1086.92
2515,88,180,3279.97
2516,64,11,315.06
2517,116,27,621.8299999999999
2518,7,130,56252.72
2519,6,10,635.6800000000001
2520,69,25,270.8
2521,245,7,104.9
2522,133,18,241.62
2523,241,21,1047.11
2524,184,29,475.28000000000003
2525,25,20,345.46
2526,10,43,2614.7400000000002
2527,11,14,246.3
2528,33,83,2328.9700000000003
2529,46,266,4919.0
2530,26,200,933.26
2531,358,25,351.3
2532,10,34,218.75
2533,44,75,1612.69
2534,15,12,965.61
2535,150,42,610.01
2536,1,132,2708.61
2537,113,8,2207.4
2538,76,98,884.14
2539,107,117,696.89
2540,46,64,1063.95
2541,143,1,451.42
2542,51,8,415.82000000000005
2543,1,263,4206.39
2544,23,299,5488.18
2545,46,31,784.58
2546,50,48,903.9
2547,306,195,3651.27
2548,36,35,515.77
2549,79,89,1391.98
2550,22,133,2218.62
2551,107,41,1801.14
2552,208,40,1303.9099999999999
2553,17,72,1945.33
2554,64,49,2100.6
2555,49,123,1905.45
2556,320,17,206.98
2557,44,62,570.96
2558,3,33,885.47
2559,372,1,15.0
2560,172,20,532.94
2561,56,68,1654.31
2562,73,115,1836.0900000000001
2563,99,51,636.14
2564,38,39,576.0
2565,58,66,794.64
2566,254,54,836.79
2567,70,269,2225.15
2568,44,50,954.09
2569,50,10,137.37
2570,65,24,391.98
2571,11,167,33643.08
2572,33,62,1048.49
2573,59,27,355.56
2574,73,47,1224.06
2575,304,8,118.95000000000002
2576,46,11,130.73999999999998
2577,18,138,3711.77
2578,38,22,389.27
2579,19,93,234.88
2580,187,22,160.71
2581,52,30,110.8
2582,4,138,2969.12
2583,137,80,712.24
2584,4,628,16143.64
2585,19,14,297.0
2586,16,188,1427.57
2587,41,139,965.16
2588,12,540,3146.92
2589,8,147,832.88
2590,26,18,68.84
2591,22,20,1936.3200000000002
2592,41,40,895.13
2593,101,43,211.89
2594,5,459,3810.14
2595,277,15,149.64
2596,33,74,351.44
2597,15,108,316.25
2598,64,120,4405.88
2599,2,126,490.33
2600,369,96,329.03000000000003
2601,312,29,501.39000000000004
2602,199,23,516.36
2603,2,49,396.48
2604,93,18,379.35
2605,60,12,181.09
2606,81,12,168.31
2607,157,85,420.07
2608,227,60,511.68
2609,253,37,258.25
2610,150,11,179.17
2611,194,22,208.59
2612,1,84,1383.83
2613,369,4,56.25
2614,24,47,337.28
2615,17,111,351.73
2616,10,74,5126.76
2617,8,30,164.68
2618,20,150,1567.69
2619,4,226,882.72
2620,174,7,191.94
2621,1,266,1228.88
2622,178,19,264.62
2623,16,151,1502.8600000000001
2624,248,12,123.1
2625,191,40,334.23
2626,20,122,525.69
2627,154,60,167.5
2628,173,24,323.03000000000003
2629,373,11,369.5
2630,373,21,127.08
2631,194,12,207.15
2632,67,21,426.63
2633,4,115,2495.87
2634,21,74,1107.46
2635,239,12,416.86
2636,64,7,145.35
2637,112,18,404.58
2638,90,76,6115.01
2639,311,1,35.8
2640,134,14,337.44
2641,277,6,325.1
2642,365,2,181.0
2643,83,29,1708.24
2644,8,60,955.24
2645,17,19,364.72
2646,32,97,1744.71
2647,9,41,708.22
2648,34,84,781.91
2649,15,97,1657.28
2650,24,183,4416.26
2651,32,42,428.89
2652,74,7,104.35
2653,20,28,470.76
2654,17,111,808.87
2655,23,80,397.68
2656,3,20,666.1
2657,304,11,314.1
2658,18,35,4199.85
2659,367,4,307.82000000000005
2660,39,176,3442.15
2661,84,24,371.01
2662,165,96,427.64
2663,17,65,1054.73
2664,77,49,1098.78
2665,89,43,2398.86
2666,25,97,3408.48
2667,22,112,1465.12
2668,3,258,2780.63
2669,123,37,1142.42
2670,30,14,168.12
2671,12,128,1432.77
2672,19,26,156.78
2673,44,52,792.11
2674,4,3,41.989999999999995
2675,9,543,2777.67
2676,55,32,414.27
2677,88,127,1032.58
2678,37,504,3080.22
2679,3,9,12393.7
2680,30,103,2735.37
2681,12,201,578.71
2682,211,8,101.4
2683,48,381,1693.81
2684,24,33,478.78
2685,22,82,972.11
2686,246,79,392.4
2687,8,210,3352.96
2688,35,94,1415.29
2689,4,139,37130.6
2690,38,138,646.83
2691,4,181,704.55
2692,3,224,1465.51
2693,47,32,211.88
2694,39,28,408.90000000000003
2695,47,160,3786.2400000000002
2696,17,46,851.01
2697,260,71,602.63
2698,46,101,719.81
2699,12,63,251.03
2700,30,28,439.65999999999997
2701,43,32,236.09
2702,92,16,934.62
2703,39,241,80850.84
2704,310,29,331.24
2705,92,98,547.9
2706,6,1128,8778.82
2707,196,22,437.7
2708,87,55,758.92
2709,270,39,855.02
2710,8,26,471.78000000000003
2711,65,65,1313.55
2712,31,6,3166.4
2713,22,70,1177.47
2714,38,39,773.99
2715,120,83,1340.7
2716,373,8,256.44
2717,40,299,1074.81
2718,174,10,137.9
2719,54,34,362.06
2720,33,84,1511.95
2721,145,70,783.9
2722,221,8,134.8
2723,45,66,650.75
2724,16,121,2263.12
2725,66,178,1453.16
2726,10,64,1153.62
2727,260,23,335.32
2728,365,73,367.14
2729,17,101,1521.04
2730,22,33,852.15
2731,45,21,326.24
2732,288,23,584.3199999999999
2733,297,1,122.39999999999999
2734,3,129,2234.73
2735,284,1,79.2
2736,17,21,1352.0
2737,82,10,217.16
2738,56,223,2799.42
2739,101,31,1317.62
2740,299,38,436.18
2741,23,167,981.51
2742,59,39,1121.39
2743,155,18,315.06
2744,115,51,817.86
2745,107,1,17.0
2746,12,63,1078.23
2747,264,12,320.62
2748,240,10,185.04999999999998
2749,88,67,2005.63
2750,50,39,731.9
2751,71,76,1290.7
2752,42,57,1842.14
2753,7,48,1429.64
2754,62,28,298.21
2755,249,13,336.96
2756,66,6,108.38
2757,18,31,3204.1600000000003
2758,85,48,842.5
2759,219,18,611.88
2760,45,342,1320.95
2761,143,16,195.73999999999998
2762,183,30,161.38
2763,171,8,135.75000000000003
2764,10,279,1660.8799999999999
2765,212,34,612.78
2766,190,30,232.21
2767,8,16,423.36
2768,59,30,1309.14
2769,57,204,854.66
2770,73,38,684.4200000000001
2771,52,16,307.78
2772,317,11,249.0
2773,367,13,289.35
2774,29,117,6287.77
2775,39,40,656.25
2776,18,89,1880.22
2777,52,78,3506.54
2778,4,339,14589.04
2779,22,35,618.09
2780,263,21,517.55
2781,60,37,709.38
2782,19,31,635.41
2783,66,35,725.18
2784,88,30,620.4
2785,250,37,535.34
2786,3,117,2424.94
2787,247,1,175.2
2788,9,224,3799.4900000000002
2789,157,29,734.13
2790,134,22,375.0
2791,296,1,76.32000000000001
2792,5,18,280.52
2793,43,117,2053.02
2794,269,29,1829.04
2795,50,89,1824.23
2796,9,128,3092.04
2797,16,18,656.69
2798,282,14,348.2
2799,65,20,1025.44
2800,2,471,5533.67
2801,252,2,37.4
2802,232,6,856.6
2803,17,34,822.48
2804,11,98,3787.6
2805,8,85,1822.97
2806,51,125,1885.05
2807,59,3,73.2
2808,95,69,1140.21
2809,16,84,1418.32
2810,126,23,1009.5500000000001
2811,94,58,1037.59
2812,50,15,331.95
2813,138,8,197.9
2814,61,11,215.83
2815,100,162,10254.18
2816,73,11,305.54
2817,72,28,6617.65
2818,67,15,338.71000000000004
2819,64,45,1158.79
2820,17,31,529.41
2821,23,218,4006.94
2822,32,295,6911.4400000000005
2823,45,67,981.86
2824,16,11,215.48
2825,40,6,215.08
2826,3,134,5180.52
2827,237,19,314.45
2828,75,15,400.68100000000004
2829,4,172,1068.8700000000001
2830,3,111,1863.47
2831,361,18,365.27
2832,59,35,592.9
2833,23,50,384.18
2834,31,97,757.63
2835,55,63,537.0600000000001
2836,25,19,394.38
2837,45,66,664.26
2838,89,46,2262.62
2839,2,123,21086.3
2840,89,23,547.02
2841,19,41,690.34
2842,79,6,159.0
2843,171,44,1062.75
2844,81,14,242.35
2845,267,37,914.9300000000001
2846,235,15,304.25
2847,30,84,3084.68
2848,37,95,860.86
2849,318,122,773.5500000000001
2850,57,96,1295.3
2851,45,134,1096.32
2852,203,8,255.12
2853,225,6,314.22
2854,87,47,1010.6
2855,190,35,542.03
2856,44,37,990.88
2857,71,22,536.6800000000001
2858,41,46,867.31
2859,78,20,432.2
2860,57,19,414.2
2861,24,135,3718.8
2862,10,655,2590.31
2863,8,292,3579.86
2864,34,51,409.1
2865,212,91,1522.75
2866,24,90,1413.66
2867,170,16,114.56
2868,62,7,152.94
2869,53,69,1800.07
2870,261,24,389.44
2871,67,123,3683.86
2872,17,270,2619.91
2873,267,13,752.4300000000001
2874,177,2,46.95
2875,45,135,5203.51
2876,51,18,1035.45
2877,17,119,728.54
2878,9,258,5447.0
2879,74,61,861.89
2880,71,45,667.65
2881,353,54,1141.24
2882,3,130,1404.64
2883,117,25,411.7
2884,373,65,351.75
2885,197,33,559.87
2886,177,6,810.6000000000001
2887,100,23,566.38
2888,21,106,1502.78
2889,72,17,2062.06
2890,340,11,168.3
2891,6,166,1570.81
2892,31,103,812.68
2893,170,8,142.5
2894,122,17,302.25
2895,22,118,2248.9900000000002
2896,10,79,1328.55
2897,269,20,301.9
2898,23,27,598.2
2899,127,11,233.22
2900,26,162,5360.63
2901,139,22,361.21999999999997
2902,214,41,632.27
2903,38,4,2560.0
2904,106,42,706.57
2905,18,37,616.26
2906,3,16,274.15000000000003
2907,331,14,226.37
2908,64,151,2938.91
2909,120,69,1341.65
2910,35,19,328.15
2911,218,3,404.40000000000003
2912,172,56,1038.46
2913,72,12,373.65000000000003
2914,1,37,326.75
2915,196,1,207.50000000000003
2916,128,111,408.59000000000003
2917,47,18,594.24
2918,6,300,3039.2200000000003
2919,14,317,3820.27
2920,18,39,251.91
2921,28,151,1582.8
2922,8,45,26626.8
2923,37,10,151.05
2924,157,11,214.79999999999998
2925,284,18,94.05
2926,107,141,534.31
2927,25,77,1971.87
2928,75,15,322.41
2929,16,43,328.58
2930,158,2,101.10000000000001
2931,44,37,565.46
2932,11,85,847.45
2933,32,222,1415.65
2934,291,9,53.5
2935,21,57,1116.47
2936,333,8,153.9
2937,18,28,494.44
2938,4,94,6675.71
2939,63,39,395.8
2940,198,31,211.77
2941,33,34,658.88
2942,1,109,2027.5
2943,7,66,1750.92
2944,5,636,3450.41
2945,10,104,891.21
2946,32,77,709.99
2947,53,5,109.36000000000001
2948,12,52,705.79
2949,18,51,1540.42
2950,19,18,327.3
2951,37,127,800.67
2952,2,69,479.91
2953,18,117,1545.41
2954,82,221,1301.91
2955,33,92,355.73
2956,66,109,466.73
2957,9,122,974.96
2958,267,5,676.2
2959,247,23,362.95
2960,4,108,2157.4
2961,61,31,1743.1499999999999
2962,75,98,643.76
2963,90,33,584.5
2964,60,57,554.86
2965,29,81,302.57
2966,323,4,94.36
2967,53,34,1382.07
2968,270,43,217.89
2969,2,327,3040.96
2970,57,83,1555.34
2971,61,206,1482.06
2972,154,82,1705.8
2973,19,72,408.02
2974,95,29,303.93
2975,1,186,4098.32
2976,265,57,293.45
2977,312,10,177.5
2978,70,23,443.05
2979,302,5,167.25
2980,19,59,154.35
2981,13,168,2079.68
2982,36,231,2022.98
2983,19,44,211.7
2984,54,30,135.99
2985,57,31,262.2
2986,22,7,126.25
2987,44,47,200.27
2988,27,71,1051.4
2989,45,95,631.12
2990,113,50,958.71
2991,17,369,34684.4
2992,25,18,346.12
2993,191,5,133.56
2994,302,21,302.7
2995,2,353,1863.76
2996,263,9,241.06
2997,106,2,284.55
2998,57,6,300.85
2999,213,76,623.28
3000,64,8,287.4
3001,28,17,184.26
3002,29,107,1511.8
3003,6,132,798.35
3004,8,282,3640.67
3005,67,24,381.2
3006,2,171,609.3
3007,46,84,654.67
3008,34,63,230.51
3009,1,3,168472.5
3010,136,34,255.91
3011,198,19,182.99
3012,198,40,707.69
3013,150,11,311.92
3014,88,14,266.97
3015,45,2,6.9
3016,64,99,1841.18
3017,99,110,2158.18
3018,218,9,208.36
3019,3,202,3482.7400000000002
3020,28,132,811.23
3021,178,32,142.92
3022,74,3,136.0
3023,21,82,1422.4
3024,20,230,1298.66
3025,34,146,1595.96
3026,74,2,74.9
3027,24,171,625.42
3028,52,164,752.77
3029,275,13,223.95000000000002
3030,165,18,316.11
3031,7,337,1810.65
3032,88,28,544.3
3033,64,146,2494.46
3034,25,17,331.0
3035,10,35,300.83
3036,76,53,769.29
3037,16,18,220.62
3038,192,19,139.35
3039,174,25,404.3
3040,77,42,363.65
3041,33,29,498.8
3042,47,39,731.5
3043,80,56,1351.63
3044,297,50,826.53
3045,3,88,648.26
3046,9,95,1599.52
3047,50,136,2965.69
3048,161,15,100.97
3049,360,19,365.45
3050,5,11,400.86
3051,107,84,1431.93
3052,25,83,465.88
3053,32,4,777.6
3054,20,3,90.30000000000001
3055,297,13,363.7
3056,372,13,248.1
3057,22,159,918.33
3058,5,35,874.59
3059,52,111,1624.14
3060,30,6,101.69999999999999
3061,277,17,162.7
3062,61,40,484.32
3063,25,13,215.07999999999998
3064,186,156,1046.57
3065,2,290,9418.470000000001
3066,2,183,13027.45
3067,172,15,290.36
3068,81,14,228.06
3069,4,17,244.41
3070,190,30,455.25
3071,22,77,1244.59
3072,18,4,6748.8
3073,19,176,1082.81
3074,5,31,593.75
3075,110,54,548.12
3076,3,45,1388.81
3077,54,5,119.62
3078,165,3,339.3
3079,291,25,787.15
3080,10,925,4034.9
3081,109,251,2298.97
3082,96,32,922.12
3083,243,17,379.73
3084,163,84,5719.82
3085,42,52,837.1
3086,35,17,285.89
3087,67,207,3313.79
3088,24,11,281.85
3089,1,460,8338.49
3090,27,57,841.41
3091,6,31,511.12
3092,54,19,1077.74
3093,364,3,173.7
3094,15,18,614.66
3095,194,35,865.6
3096,3,5,124.2
3097,15,126,3738.4
3098,27,87,1421.69
3099,127,57,1009.6
3100,85,42,663.61
3101,71,28,451.44
3102,183,9,105.84
3103,113,6,313.62
3104,374,14,233.45
3105,80,28,936.08
3106,249,8,463.95
3107,232,13,225.15
3108,71,33,459.24
3109,69,10,213.5
3110,4,216,4113.68
3111,51,27,330.03
3112,75,53,181.09
3113,61,85,360.16
3114,16,12,250.15
3115,4,7,90.04
3116,286,10,145.04999999999998
3117,4,62,813.52
3118,41,30,242.7
3119,36,29,528.08
3120,75,34,482.47
3121,18,172,3347.71
3122,15,276,5493.46
3123,219,6,75.66
3124,186,10,129.49
3125,33,66,1187.66
3126,70,30,618.59
3127,183,26,506.19
3128,15,33,500.42
3129,236,5,151.85
3130,31,96,2647.59
3131,264,14,226.21
3132,4,9,178.96
3133,52,29,813.48
3134,246,5,129.45
3135,81,48,810.5699999999999
3136,275,23,333.08
3137,1,179,4413.1
3138,79,20,322.8
3139,30,117,2188.05
3140,74,60,408.63
3141,17,152,2883.1
3142,223,9,217.9
3143,32,69,1154.47
3144,23,94,1680.72
3145,31,50,1257.51
3146,106,12,231.10000000000002
3147,5,34,688.33
3148,246,27,487.51
3149,178,62,833.78
3150,170,14,214.06
3151,43,19,290.65999999999997
3152,72,24,518.42
3153,59,118,6773.97
3154,16,69,1212.66
3155,141,29,601.27
3156,18,258,3789.52
3157,22,73,8625.8
3158,10,192,874.43
3159,368,8,123.24
3160,189,2,39.12
3161,16,16,1267.6499999999999
3162,362,9,135.39999999999998
3163,19,32,118.98
3164,68,52,567.1800000000001
3165,15,20,306.71999999999997
3166,24,156,1348.88
3167,17,252,4095.9
3168,28,6,1692.27
3169,2,114,8134.9400000000005
3170,55,93,304.24
3171,34,89,1592.1200000000001
3172,3,163,3109.99
3173,366,3,129.75
3174,43,10,183.7
3175,73,44,1770.34
3176,5,30,1028.0
3177,4,277,66653.56
3178,61,62,324.24
3179,47,544,2959.88
3180,1,62,1260.86
3181,76,13,422.59999999999997
3182,72,12,225.57999999999998
3183,256,3,1276.0
3184,69,59,477.86
3185,135,10,657.9000000000001
3186,241,21,112.75
3187,227,5,1998.0
3188,9,308,5076.55
3189,9,144,5398.3
3190,1,270,14034.99
3191,37,123,531.35
3192,46,27,656.63
3193,85,79,3029.87
3194,19,394,2467.99
3195,3,22,1651.03
3196,9,438,3611.31
3197,19,619,6910.78
3198,219,87,1129.06
3199,78,19,301.71999999999997
3200,267,2,901.2
3201,24,198,3843.08
3202,369,44,606.0500000000001
3203,15,196,1770.22
3204,26,25,152.95
3205,262,37,292.47
3206,17,225,4730.81
3207,91,42,576.4
3208,302,145,758.27
3209,26,178,1358.74
3210,364,44,256.32
3211,46,263,1048.28
3212,38,656,7205.33
3213,52,82,743.11
3214,32,28,603.75
3215,52,52,646.76
3216,79,116,2247.41
3217,53,1,417.59999999999997
3218,298,1,3.75
3219,177,13,323.0
3220,47,1,464.9
3221,29,190,2213.13
3222,11,236,1291.91
3223,87,355,7180.7
3224,5,444,6680.11
3225,38,42,836.06
3226,18,69,1515.9
3227,45,95,623.93
3228,31,25,1764.72
3229,373,9,207.5
3230,58,34,223.92000000000002
3231,372,2,2002.4
3232,114,165,1475.43
3233,215,13,239.4
3234,319,7,106.83000000000001
3235,65,22,369.34000000000003
3236,8,42,789.79
3237,97,13,316.62
3238,20,63,1207.24
3239,199,23,611.85
3240,4,700,2790.9500000000003
3241,294,1,34.0
3242,273,34,1145.6
3243,31,221,5575.56
3244,48,54,478.09000000000003
3245,260,38,361.54
3246,58,140,757.1
3247,33,254,2242.61
3248,57,26,171.59
3249,68,48,661.52
3250,10,157,1691.51
3251,60,71,371.54
3252,80,48,222.62
3253,74,16,245.94
3254,2,331,10611.720000000001
3255,100,59,422.24
3256,372,17,311.25
3257,10,183,2267.9500000000003
3258,20,3,107.6
3259,123,148,594.39
3260,8,5,80.8
3261,4,93,1545.6200000000001
3262,29,314,1705.78
3263,282,12,110.38000000000001
3264,57,16,243.84
3265,1,278,1196.5
3266,365,66,414.88
3267,89,18,305.62
3268,11,156,1162.65
3269,163,75,1594.23
3270,65,24,332.3
3271,23,60,536.99
3272,174,98,460.59
3273,103,93,762.16
3274,143,67,1121.59
3275,99,23,288.42
3276,23,149,914.69
3277,192,15,309.54
3278,5,28,547.07
3279,361,15,479.35
3280,8,426,1652.18
3281,14,319,6416.7
3282,103,28,417.06
3283,3,86,1604.75
3284,11,189,3349.57
3285,96,26,497.61
3286,227,38,358.38
3287,16,26,460.64
3288,39,28,775.1800000000001
3289,51,22,341.7
3290,93,8,128.5
3291,157,11,197.22
3292,39,23,325.91
3293,184,12,199.15
3294,1,47,1106.53
3295,228,24,413.46
3296,128,10,180.85
3297,40,11,251.87
3298,31,165,3170.98
3299,197,25,588.85
3300,9,266,16594.35
3301,37,116,1869.82
3302,101,63,1264.19
3303,43,378,10196.57
3304,50,11,214.32
3305,43,12,193.44
3306,53,14,281.42
3307,187,8,124.57
3308,334,19,332.41
3309,4,20,342.45
3310,10,9,144.91000000000003
3311,24,19,328.4
3312,15,2,35.400000000000006
3313,369,10,375.69000000000005
3314,145,52,747.81
3315,60,6,173.76
3316,31,26,502.8
3317,141,11,207.73999999999998
3318,23,127,817.12
3319,22,137,2812.34
3320,77,7,680.02
3321,5,279,7123.62
3322,67,112,2095.53
3323,12,156,846.62
3324,84,3,13.3
3325,31,174,1491.43
3326,67,1,432.0
3327,67,39,705.12
3328,187,37,272.48
3329,38,26,429.84000000000003
3330,15,96,450.41
3331,35,36,192.32999999999998
3332,195,135,1578.67
3333,2,186,742.43
3334,1,97,518.19
3335,367,45,145.93
3336,65,62,202.27
3337,299,37,289.78
3338,26,157,501.03
3339,8,123,1271.06
3340,17,79,887.11
3341,116,44,1706.88
3342,29,56,363.2
3343,4,665,3653.75
3344,5,199,3037.6
3345,82,86,559.59
3346,29,140,928.76
3347,72,18,379.14
3348,4,545,1508.96
3349,29,100,2555.58
3350,290,8,113.44
3351,36,30,183.76
3352,9,57,621.6800000000001
3353,24,136,562.41
3354,277,9,391.52
3355,50,128,1068.82
3356,156,326,2592.25
3357,61,55,154.18
3358,12,626,7069.08
3359,21,81,829.89
3360,371,14,230.25
3361,116,6,543.05
3362,80,204,2814.7
3363,4,77,1295.39
3364,26,53,378.89
3365,5,886,4554.87
3366,53,48,150.23000000000002
3367,1,44,563.23
3368,55,61,931.03
3369,26,56,261.9
3370,9,235,2711.6800000000003
3371,52,305,3049.88
3372,13,277,1904.99
3373,212,33,816.73
3374,22,249,4345.5
3375,236,21,406.48
3376,139,19,435.02
3377,4,60,1286.27
3378,57,42,1178.56
3379,135,86,1277.75
3380,109,16,167.61
3381,30,1,20.8
3382,1,54,2085.08
3383,185,25,518.67
3384,18,16,308.74
3385,239,16,416.64
3386,87,7,117.35000000000001
3387,39,101,507.05
3388,116,14,234.17
3389,187,7,110.55000000000001
3390,227,26,201.19
3391,8,28,2154.97
3392,189,21,319.02
3393,4,31,439.43
3394,39,42,650.41
3395,38,41,357.21
3396,267,2,251.51999999999998
3397,78,39,344.33
3398,4,89,1852.0
3399,255,81,1028.46
3400,61,22,384.06
3401,13,143,1905.87
3402,88,400,4459.52
3403,17,120,5464.12
3404,30,3,1873.2
3405,3,128,1616.8
3406,5,7,126.12
3407,7,12,1133.25
3408,219,1,179.0
3409,11,93,1614.31
3410,30,37,1456.96
3411,288,12,702.0
3412,150,4,295.0
3413,23,23,484.82
3414,1,169,3989.57
3415,86,49,1493.73
3416,46,43,1312.1399999999999
3417,5,44,781.78
3418,51,52,889.9300000000001
3419,18,11,195.36
3420,30,15,270.9
3421,8,72,583.4300000000001
3422,29,214,1838.6100000000001
3423,3,252,8694.26
3424,41,16,920.1
3425,11,228,1258.08
3426,31,7,71.0
3427,45,3,95.85
3428,61,9,357.77
3429,185,4,154.82999999999998
3430,79,148,877.5600000000001
3431,111,2,716.0
3432,64,11,146.87
3433,12,22,380.35
3434,86,28,1030.14
3435,16,30,745.52
3436,246,28,433.53000000000003
3437,88,75,1267.32
3438,30,22,112.4
3439,138,15,449.73
3440,27,69,1071.49
3441,3,97,1036.58
3442,32,102,1735.18
3443,25,6,948.48
3444,113,22,339.44
3445,157,22,642.02
3446,85,65,1100.9
3447,118,43,925.35
3448,3,317,5655.03
3449,96,308,3185.64
3450,194,42,240.89000000000001
3451,28,83,399.09
3452,131,13,498.48
3453,28,83,1356.33
3454,82,62,1179.89
3455,30,514,3080.39
3456,266,5,234.24
3457,74,99,5232.2300000000005
3458,314,69,533.33
3459,21,78,1461.14
3460,59,61,855.45
3461,12,296,4552.14
3462,28,143,2709.7000000000003
3463,114,62,304.24
3464,28,140,2429.03
3465,18,174,1446.09
3466,18,77,834.12
3467,36,25,841.0799999999999
3468,36,28,378.2
3469,78,2,118.80000000000001
3470,22,8,287.62
3471,25,63,288.91
3472,33,81,2003.85
3473,109,52,1405.78
3474,35,149,2747.9900000000002
3475,123,186,1562.4
3476,7,96,2050.08
3477,28,115,1991.01
3478,4,61,1974.65
3479,3,195,3827.76
3480,50,124,1774.03
3481,322,14,302.0
3482,23,74,1324.16
3483,15,48,1022.13
3484,2,211,954.42
3485,18,65,971.74
3486,10,42,1621.73
3487,262,1,25.5
3488,159,90,665.78
3489,33,416,10797.48
3490,29,116,881.29
3491,165,12,163.29999999999998
3492,47,29,231.61
3493,6,123,801.12
3494,8,39,837.5
3495,288,9,116.19999999999999
3496,318,10,157.02
3497,3,35,606.91
3498,233,18,307.46
3499,119,7,138.32
3500,162,9,345.29999999999995
3501,185,31,294.24
3502,50,35,230.5
3503,152,248,989.45
3504,335,14,157.09
3505,5,134,2463.17
3506,16,27,4892.240000000001
3507,107,23,413.2
3508,16,52,1139.73
3509,276,24,380.5
3510,16,477,10650.77
3511,247,18,454.12
3512,239,15,579.0
3513,1,48,984.57
3514,106,35,749.78
3515,23,81,1714.59
3516,52,9,124.88
3517,195,14,1689.5
3518,24,14,213.78
3519,75,23,329.34
3520,18,20,251.70000000000002
3521,8,13,319.0
3522,32,67,1266.97
3523,22,101,1538.88
3524,31,229,3518.03
3525,29,104,1715.46
3526,22,5,293.1
3527,33,144,2467.35
3528,284,10,158.68
3529,39,12,206.34
3530,58,54,835.78
3531,289,16,224.91
3532,79,15,317.76
3533,5,86,3766.6
3534,218,4,59.9
3535,44,63,1443.69
3536,202,15,306.13
3537,178,80,711.79
3538,56,125,783.97
3539,57,23,239.92000000000002
3540,8,73,3347.31
3541,47,2,144.0
3542,227,10,203.95
3543,11,84,2474.23
3544,106,60,383.75
3545,59,19,444.74
3546,28,236,2093.68
3547,36,32,1699.3000000000002
3548,274,29,262.62
3549,30,29,1013.01
3550,24,96,692.22
3551,54,38,289.78
3552,36,148,3560.08
3553,175,57,1564.56
3554,54,13,384.08
3555,53,7,204.24
3556,27,211,2317.2200000000003
3557,253,4,226.85
3558,40,157,2781.23
3559,60,101,1059.1200000000001
3560,234,9,113.5
3561,4,271,1951.97
3562,32,25,114.23
3563,24,467,3187.55
3564,7,62,334.48
3565,65,27,328.65
3566,310,48,416.89
3567,309,21,393.49
3568,19,47,939.32
3569,16,208,1906.09
3570,96,47,318.76
3571,264,69,3638.41
3572,12,531,3124.72
3573,3,35,417.77
3574,35,25,190.88
3575,183,14,149.89000000000001
3576,25,29,550.06
3577,13,105,916.13
3578,11,19,314.69
3579,3,555,3719.1
3580,313,15,382.5
3581,108,40,1135.04
3582,1,387,8540.05
3583,53,31,954.9
3584,205,9,171.45
3585,15,54,280.09000000000003
3586,120,69,318.65
3587,4,56,381.97
3588,363,37,269.83
3589,117,86,348.91
3590,18,18,178.26
3591,5,111,271.19
3592,41,74,291.48
3593,107,16,240.0
3594,148,116,581.23
3595,52,12,1253.3600000000001
3596,208,23,63.440000000000005
3597,139,122,550.01
3598,2,73,296.58
3599,127,37,317.2
3600,108,6,763.64
3601,42,114,2148.63
3602,35,25,107.82
3603,228,69,1065.3500000000001
3604,241,15,246.04
3605,58,9,187.82999999999998
3606,130,89,1685.46
3607,60,291,1647.48
3608,22,44,151.37
3609,26,122,1049.06
3610,9,140,1417.63
3611,32,104,931.02
3612,4,96,513.01
3613,308,1,550.8000000000001
3614,8,132,1854.06
3615,29,68,547.0
3616,17,49,128.18
3617,101,30,498.42
3618,12,55,656.61
3619,21,59,163.24
3620,15,79,1135.63
3621,361,53,250.04
3622,11,66,8631.31
